player_id,name_first,name_last,hand,dob,ioc,height,age,rank,rank_points,elo,elo_hard,elo_grass,elo_carpet,elo_clay
100055,Cliff,Drysdale,R,1941-05-26,RSA,188,83,,,,,,,
100056,Harald,Elschenbroich,R,1941-06-19,GER,183,83,,,,,,,
100057,Pierre,Barthes,R,1941-09-13,FRA,183,83,,,,,,,
100058,Roger,Taylor,L,1941-10-14,GBR,183,83,,,,,,,
100059,Isao,Watanabe,R,1941-11-23,JPN,183,83,,,,,,,
100060,Marty,Riessen,R,1941-12-04,USA,185,83,,,,,,,
100061,Tom,Edlefsen,R,1941-12-12,USA,188,83,,,,,,,
100062,Francois,Jauffret,R,1942-02-09,FRA,180,83,,,,,,,
100063,Billy,Higgins,R,1942-04-02,USA,183,83,,,,,,,
100064,Juan,Gisbert,R,1942-04-05,ESP,183,83,,,,,,,
100065,Terry,Ryan,R,1942-04-27,RSA,183,82,,,,,,,
100066,Frank,Froehling,R,1942-05-19,USA,190,82,,,,,,,
100067,Frew,Mcmillan,R,1942-05-20,RSA,183,82,,,,,,,
100068,Herb,Fitzgibbon,R,1942-07-14,USA,183,82,,,,,,,
100069,Dennis,Ralston,R,1942-07-27,USA,188,82,,,,,,,
100070,Jan,Kukal,R,1942-09-13,CZE,183,82,,,,,,,
100071,Jean Claude,Barclay,R,1942-12-30,FRA,183,82,,,,,,,
100072,Bailey,Brown,R,1943-06-15,USA,183,81,,,,,,,
100073,Mark,Cox,L,1943-07-05,GBR,185,81,,,,,,,
100074,Arthur,Ashe,R,1943-07-10,USA,185,81,,,,,,,
100075,Owen,Davidson,L,1943-10-04,AUS,185,81,,,,,,,
100076,Milan,Holecek,R,1943-10-23,CZE,190,81,,,,,,,
100077,Daniel,Contet,R,1943-11-03,FRA,183,81,,,,,,,
100078,Clark,Graebner,R,1943-11-04,USA,188,81,,,,,,,
100079,Bill,Bowrey,R,1943-12-25,AUS,183,81,,,,,,,
100080,Szabolcz,Baranyi,R,1944-01-31,HUN,183,81,,,,,,,
100081,Charlie,Pasarell,R,1944-02-12,USA,185,81,,,,,,,
100082,Roger,Dowdeswell,R,1944-02-16,ZIM,183,81,,,,,,,
100083,Nicola,Spear,R,1944-02-22,SRB,183,81,,,,,,,
100084,Tom,Okker,R,1944-02-22,NED,178,81,,,,,,,
100085,Hans Joachim,Ploetz,R,1944-02-26,GER,183,81,,,,,,,
100086,Frantisek,Pala,L,1944-03-28,CZE,183,81,,,,,,,
100087,John,Newcombe,R,1944-05-23,AUS,183,80,,,,,,,
100088,Patricio,Cornejo,R,1944-06-06,CHI,180,80,,,,,,,
100089,Patrice,Beust,R,1944-09-03,FRA,170,80,,,,,,,
100090,Dick,Crealy,R,1944-09-18,AUS,191,80,,,,,,,
100091,Colin,Dibley,R,1944-09-19,AUS,188,80,,,,,,,
100092,Alex,Metreveli,R,1944-11-02,RUS,183,80,,,,,,,
100093,William,Brown,R,1945-01-14,USA,183,80,,,,,,,
100094,Jim,Osborne,R,1945-02-01,USA,185,80,,,,,,,
100095,Tony,Bardsley,R,1945-02-09,CAN,183,80,,,,,,,
100096,Peter,Burwash,R,1945-02-10,CAN,175,80,,,,,,,
100097,Nicholas,Kalogeropoulos,R,1945-02-18,GRE,183,80,,,,,,,
100098,Ove,Bengtson,R,1945-04-05,SWE,196,80,,,,,,,
100099,Thomaz,Koch,L,1945-05-11,BRA,183,79,,,,,,,
100100,Tony,Roche,L,1945-05-17,AUS,178,79,,,,,,,
100101,Mike,Belkin,R,1945-06-29,CAN,183,79,,,,,,,
100102,Joaquin,Loyo Mayo,R,1945-08-16,MEX,183,79,,,,,,,
100103,Peter,Curtis,R,1945-08-29,GBR,183,79,,,,,,,
100104,Richard,Russell,R,1945-09-08,JAM,183,79,,,,,,,
100105,Allan,Stone,R,1945-10-14,AUS,183,79,,,,,,,
100106,Graham,Stilwell,R,1945-11-15,GBR,173,79,,,,,,,
100107,Robert,Rheinberger,R,1945-11-18,AUS,183,79,,,,,,,
100108,Chris,Bovett,R,1945-12-25,GBR,183,79,,,,,,,
100109,Jun,Kuki,R,1945-12-28,JPN,183,79,,,,,,,
100110,Terry,Addison,R,1946-01-11,AUS,180,79,,,,,,,
100111,Ray,Keldie,R,1946-01-17,AUS,183,79,,,,,,,
100112,John,Clifton,R,1946-02-19,GBR,183,79,,,,,,,
100113,Jan,Kodes,R,1946-03-01,CZE,175,79,,,,,,,
100114,Ray,Ruffels,R,1946-03-23,AUS,183,79,,,,,,,
100115,Jaime,Fillol,R,1946-06-03,CHI,180,78,,,,,,,
100116,Sherwood,Stewart,R,1946-06-06,USA,188,78,,,1488,1488,,,
100117,Butch,Seewagen,R,1946-06-13,USA,188,78,,,,,,,
100118,Ivan,Molina,L,1946-06-16,COL,183,78,,,,,,,
100119,Ilie,Nastase,R,1946-07-19,ROU,183,78,586,,1459,1482,,,1470
100120,Robert,Maud,R,1946-08-12,RSA,180,78,,,,,,,
100121,Raymond,Moore,R,1946-08-24,RSA,183,78,,,,,,,
100122,Julian,Ganzabal,R,1946-08-25,ARG,183,78,,,,,,,
100123,Patrick,Hombergen,R,1946-09-08,BEL,183,78,,,,,,,
100124,Steve,Turner,R,1946-10-17,USA,183,78,,,,,,,
100125,John,Cooper,R,1946-11-04,AUS,183,78,,,,,,,
100126,Stan,Smith,R,1946-12-14,USA,193,78,,,1489,1487,,,
100127,Tom,Gorman,R,1946-01-19,USA,180,79,,,,,,,
100128,Cliff,Richey,R,1946-12-31,USA,175,78,,,,,,,
100129,Jean Baptiste,Chanfreau,R,1947-01-17,FRA,183,78,,,,,,,
100130,Vladimir,Zednik,R,1947-02-01,CZE,183,78,,,,,,,
100131,Guillermo,Oropez,R,1947-02-07,USA,183,78,,,,,,,
100132,Armistead,Neely,R,1947-03-19,USA,183,78,,,,,,,
100133,Pat,Cramer,R,1947-03-21,RSA,183,78,,,,,,,
100134,Roy,Barth,R,1947-03-30,USA,175,78,,,,,,,
100135,Onny,Parun,R,1947-04-15,NZL,188,78,,,,,,,
100136,Humphrey,Hose,R,1947-05-04,VEN,183,77,,,,,,,
100137,Hans Jurgen,Pohmann,R,1947-05-23,GER,178,77,,,,,,,
100138,Dan,Bleckinger,R,1947-05-27,USA,183,77,,,,,,,
100139,Gerald,Battrick,R,1947-05-27,GBR,178,77,,,,,,,
100140,Steve,Faulk,R,1947-06-01,USA,183,77,,,,,,,
100141,Zeljko,Franulovic,R,1947-06-13,CRO,183,77,,,,,,,
100142,Peter,Szoke,R,1947-08-08,HUN,183,77,,,,,,,
100143,Peter,Fishbach,R,1947-08-29,USA,180,77,,,,,,,
100144,Bob,Lutz,R,1947-08-29,USA,180,77,494,,1500,1500,,,
100145,Dick,Dell,R,1947-09-29,USA,183,77,,,,,,,
100146,Jun,Kamiwazumi,R,1947-10-01,JPN,183,77,,,,,,,
100147,Marcello,Lara,R,1947-10-05,MEX,183,77,,,,,,,
100148,Ismail,El Shafei,R,1947-11-15,EGY,183,77,,,,,,,
100149,Toshiro,Sakai,R,1947-11-23,JPN,183,77,797,,1485,1484,,,
100150,Lito,Alvarez,R,1947-12-05,ARG,183,77,,,,,,,
100151,Karl,Coombes,R,1947-12-17,AUS,180,77,,,,,,,
100152,David,Lloyd,R,1948-01-03,GBR,183,77,,,,,,,
100153,Patrice,Hagelauer,R,1948-01-05,FRA,188,77,,,,,,,
100154,Peter,Kanderal,R,1948-01-16,SUI,183,77,,,,,,,
100155,Ramiro,Benavides,R,1947-01-30,BOL,183,78,,,,,,,
100156,Jasjit,Singh,R,1948-02-04,IND,183,77,,,,,,,
100157,Stanley,Pasarell,R,1948-02-11,USA,185,77,,,,,,,
100158,John,Bartlett,R,1948-03-17,AUS,188,77,,,,,,,
100159,Vladimir,Korotkov,R,1948-04-23,RUS,183,76,,,,,,,
100160,Georges,Goven,R,1948-04-26,FRA,173,76,,,,,,,
100161,Jurgen,Fassbender,R,1948-05-28,GER,183,76,,,,,,,
100162,Brian,Fairlie,R,1948-06-13,NZL,173,76,,,,,,,
100163,Tom,Leonard,R,1948-07-15,USA,175,76,,,,,,,
100164,Bill,Lofgren,R,1948-07-31,USA,183,76,,,,,,,
100165,Steve,Siegel,R,1948-09-04,USA,183,76,,,,,,,
100166,Gene,Malin,R,1948-10-01,USA,183,76,,,,,,,
100167,Sever,Muresan,R,1948-10-23,ROU,183,76,,,,,,,
100168,Kenneth,McMillan,R,1948-11-25,USA,183,76,,,,,,,
100169,Ian,Fletcher,R,1948-12-01,AUS,183,76,,,,,,,
100170,Bernard,Mignot,R,1948-12-03,BEL,183,76,,,,,,,
100171,John,Yuill,R,1948-12-12,RSA,183,76,,,,,,,
100172,Tito,Vazquez,R,1949-01-01,ARG,173,76,,,,,,,
100173,Andrew,Pattison,R,1949-01-30,USA,188,76,,,,,,,
100174,Manuel,Orantes,L,1949-02-06,ESP,178,76,,,,,,,
100175,Zan,Guerry,R,1949-02-12,USA,183,76,,,,,,,
100176,Hans,Kary,L,1949-02-23,AUT,172,76,,,,,,,
100177,Pavel,Hutka,R,1949-02-28,CZE,183,76,,,,,,,
100178,Bob,Giltinan,R,1949-04-07,AUS,183,76,,,,,,,
100179,Karl,Meiler,R,1949-04-30,GER,178,75,180,,1500,1500,,,
100180,Bill,Lloyd,R,1949-05-07,AUS,183,75,,,,,,,
100181,Larry,Turville,R,1949-06-04,USA,183,75,,,,,,,
100182,Mike,Estep,R,1949-07-19,USA,173,75,,,,,,,
100183,Jim,Ward,R,1949-07-28,USA,183,75,,,,,,,
100184,Lars,Elvstrom,R,1949-08-18,DEN,183,75,,,,,,,
100185,Patrick,Proisy,R,1949-09-10,FRA,180,75,,,,,,,
100186,Jeff,Borowiak,R,1949-09-25,USA,193,75,,,,,,,
100187,Luis Felipe,Tavares,R,1949-09-26,BRA,183,75,,,,,,,
100188,John,Fort,R,1949-09-28,USA,183,75,,,,,,,
100189,Dale,Power,R,1949-10-02,CAN,183,75,,,,,,,
100190,Norman,Holmes,R,1949-10-05,USA,183,75,,,,,,,
100191,Doug,Crawford,R,1949-10-15,USA,188,75,,,,,,,
100192,Kent,Crawford,R,1949-10-15,USA,183,75,,,,,,,
100193,Wanaro,N'Godrella,R,1949-10-19,FRA,183,75,,,,,,,
100194,Larry,Parker,R,1949-10-23,USA,183,75,,,,,,,
100195,Nicolas,Kelaidis,R,1949-10-29,GRE,178,75,,,,,,,
100196,Haroon,Rahim,R,1949-11-12,PAK,183,75,,,,,,,
100197,Alejandro,Pierola,R,1949-11-20,CHI,183,75,,,,,,,
100198,Alvaro,Betancur,R,1950-01-03,COL,183,75,,,,,,,
100199,Patrice,Dominguez,L,1950-01-12,FRA,173,75,,,,,,,
100200,Antonio,Zugarelli,R,1950-01-17,ITA,183,75,,,,,,,
100201,Syd,Ball,R,1950-01-24,AUS,188,75,,,,,,,
100202,George,Amaya,L,1950-02-12,USA,173,75,,,,,,,
100203,Phil,Dent,R,1950-02-14,AUS,183,75,,,,,,,
100204,Pancho,Walthall,L,1950-02-16,USA,183,75,,,,,,,
100205,Paul,Gerken,R,1950-03-15,USA,185,75,,,,,,,
100206,Kenichi,Hirai,R,1950-03-19,JPN,183,75,,,,,,,
100207,Noel,Phillips,R,1950-03-28,AUS,183,75,,,,,,,
100208,Dick,Bohrnstedt,R,1950-04-28,USA,183,74,,,,,,,
100209,George,Taylor,R,1950-05-04,USA,183,74,,,,,,,
100210,Steve,Docherty,R,1950-05-06,AUS,183,74,,,,,,,
100211,Louk,Sanders,R,1950-05-09,NED,183,74,,,,,,,
100212,F D,Robbins,R,1950-06-13,USA,183,74,,,,,,,
100213,Fred,Hemmes,U,1950-06-14,NED,183,74,,,,,,,
100214,Adriano,Panatta,R,1950-07-09,ITA,183,74,,,,,,,
100215,Fred,Mcnair,R,1950-07-22,USA,183,74,,,,,,,
100216,Charlie,Owens,R,1950-07-31,USA,183,74,,,,,,,
100217,Bob,Mckinley,R,1950-08-05,USA,183,74,,,,,,,
100218,Butch,Palmer,R,1950-09-04,USA,183,74,,,,,,,
100219,Geoff,Masters,R,1950-09-19,AUS,183,74,,,,,,,
100220,Jiri,Hrebec,R,1950-09-19,CZE,183,74,,,,,,,
100221,Carlos,Kirmayr,R,1950-09-23,BRA,173,74,163,,1409,1451,1500,1500,1430
100222,Mike,Powers,R,1950-09-24,USA,183,74,,,,,,,
100223,Jeff,Simpson,R,1950-10-29,NZL,183,74,,,,,,,
100224,Peter,Campbell,R,1950-11-10,AUS,183,74,1091,1,1466,,,,1468
100225,Peter,Doerner,R,1950-11-17,AUS,183,74,,,,,,,
100226,Mike,Machette,R,1951-01-27,USA,183,74,,,,,,,
100227,Alvin,Gardiner,R,1951-02-11,AUS,183,74,,,,,,,
100228,Kjell,Johansson,R,1951-02-12,SWE,183,74,,,,,,,
100229,Dick,Stockton,R,1951-02-18,USA,188,74,,,,,,,
100230,Welry,Fritz,R,1951-02-19,CAN,183,74,,,,,,,
100231,Erik,Van Dillen,R,1951-02-21,USA,183,74,,,,,,,
100232,Eddie,Dibbs,R,1951-02-23,USA,170,74,,,,,,,
100233,Ricardo,Cano,R,1951-02-26,ARG,170,74,,,,,,,
100234,Allan,McDonald,R,1951-03-01,AUS,183,74,,,,,,,
100235,Antonio,Munoz,R,1951-03-01,ESP,183,74,,,,,,,
100236,John,James,R,1951-03-07,AUS,183,74,,,,,,,
100237,Bill,Freer,R,1951-03-09,RSA,183,74,,,,,,,
100238,Rick,Fisher,R,1951-03-29,USA,183,74,,,,,,,
100239,Hans,Engert,R,1951-04-22,GER,183,73,,,,,,,
100240,Joao,Soares,R,1951-04-25,BRA,185,73,249,,1427,1454,,1531,1435
100241,Joel,Bailey,R,1951-04-25,USA,183,73,532,,1446,1451,,1484,
100242,Mike,Collins,R,1951-05-01,GBR,183,73,,,,,,,
100243,Steve,Krulevitz,R,1951-05-30,USA,175,73,,,,,,,
100244,John,Alexander,R,1951-07-04,AUS,190,73,388,,1409,1453,1467,,1482
100245,Jeff,Austin,R,1951-07-05,USA,183,73,,,,,,,
100246,Frank,Puncec,R,1951-07-09,RSA,183,73,,,,,,,
100247,Rolf,Thung,L,1951-07-27,NED,190,73,,,,,,,
100248,Max,Hurlimann,R,1951-07-30,SUI,183,73,,,,,,,
100249,Paolo,Bertolucci,R,1951-08-03,ITA,175,73,,,,,,,
100250,Woody,Blocher,R,1951-08-24,USA,173,73,,,,,,,
100251,Grover Raz,Reid,R,1951-08-27,USA,183,73,,,,,,,
100252,Tim,Gullikson,R,1951-09-08,USA,180,73,261,,1458,1446,1517,1487,1484
100253,Tom,Gullikson,L,1951-09-08,USA,180,73,121,,1509,1476,1564,1440,1482
100254,George,Glowa,R,1951-10-01,USA,188,73,,,,,,,
100255,Roscoe,Tanner,L,1951-10-15,USA,183,73,257,,1483,,,1483,
100256,Luis,Baraldi,R,1951-10-21,MEX,183,73,,,,,,,
100257,Ross,Case,R,1951-11-01,AUS,183,73,,,,,,,
100258,Jorge,Andrew,R,1951-11-02,VEN,183,73,,,,,,,
100259,Peter,Feigl,R,1951-11-30,AUT,183,73,232,,1467,,,,1467
100260,Gary,Groslimond,R,1952-01-03,USA,183,73,,,,,,,
100261,Brian,Gottfried,R,1952-01-27,USA,183,73,,,,,,,
100262,Rolf,Norberg,R,1952-01-31,SWE,183,73,,,,,,,
100263,John,Andrews,R,1952-02-05,USA,183,73,,,,,,,
100264,Lajos,Levai,R,1952-02-07,YUG,183,73,,,,,,,
100265,Cliff,Letcher,R,1952-02-09,AUS,183,73,,,,,,,
100266,John,Feaver,R,1952-02-16,GBR,190,73,,,,,,,
100267,Rayno,Seegers,R,1952-02-29,RSA,183,73,,,,,,,
100268,Denis,Naegelen,R,1952-03-14,FRA,183,73,,,,,,,
100269,Joe,Garcia,R,1952-03-17,USA,183,73,,,,,,,
100270,Anand,Amritraj,R,1952-03-20,IND,185,73,,,,,,,
100271,Jean Francois,Caujolle,L,1952-03-31,FRA,183,73,,,,,,,
100272,Sandy,Mayer,R,1952-04-05,USA,178,73,145,,1486,,,1499,1486
100273,Kim,Warwick,R,1952-04-08,AUS,183,73,474,,1474,1488,1498,1485,
100274,Eric,Deblicker,R,1952-04-17,FRA,178,72,,,,,,,
100275,Hartmut,Kirchhubel,R,1952-04-23,GER,183,72,,,,,,,
100276,Terry,Moor,L,1952-04-23,USA,178,72,582,,1402,1441,1487,1412,1488
100277,Jacques,Thamin,R,1952-05-23,FRA,183,72,,,,,,,
100278,Frank,Gebert,R,1952-06-11,GER,183,72,,,,,,,
100279,Mike,Cahill,R,1952-06-17,USA,183,72,,,,,,,
100280,Wojtek,Fibak,R,1952-08-03,POL,183,72,740,,1429,1416,1504,1462,1464
100281,Sashi,Menon,R,1952-08-09,IND,180,72,471,,1492,1490,,,
100282,Guillermo,Vilas,L,1952-08-17,ARG,180,72,410,47,1523,1399,1485,,1523
100283,Andre,Zietsmann,R,1952-08-19,RSA,183,72,,,,,,,
100284,Jimmy,Connors,L,1952-09-02,USA,178,72,413,59,1633,1676,1650,1543,1569
100285,Rod,Frawley,R,1952-09-08,AUS,185,72,,,,,,,
100286,Harold,Solomon,R,1952-09-17,USA,168,72,1029,1,1453,1442,1485,,1495
100287,Robin,Drysdale,R,1952-09-18,GBR,183,72,,,,,,,
100288,Tenny,Svensson,R,1952-09-21,SWE,183,72,,,,,,,
100289,Byron,Bertram,R,1952-10-29,RSA,183,72,,,,,,,
100290,Timothy,Noonan,R,1952-10-31,USA,183,72,,,,,,,
100291,Ian,Harris,R,1952-11-16,USA,183,72,,,,,,,
100292,Alvaro,Fillol,R,1952-12-04,CHI,178,72,299,,1487,,,,1488
100293,John,Marks,R,1952-12-09,AUS,183,72,,,,,,,
100294,Rejean,Genois,R,1952-12-30,CAN,175,72,,,,,,,
100295,Richard,Legendre,R,1953-01-19,CAN,183,72,,,,,,,
100296,Chris,Gunning,R,1953-02-07,NZL,183,72,,,,,,,
100297,Corrado,Barazzutti,R,1953-02-19,ITA,178,72,,,,,,,
100298,George,Hardie,L,1953-02-19,USA,183,72,,,,,,,
100299,James Chico,Hagey,R,1953-02-25,USA,183,72,,,,,,,
100300,Jose,Higueras,R,1953-03-01,ESP,178,72,212,,1473,1513,,,1441
100301,Jim,Delaney,R,1953-03-12,USA,183,72,,,,,,,
100302,Joaquim,Rasgado Jr,R,1953-03-24,BRA,183,72,,,,,,,
100303,Henry,Bunis,R,1953-03-27,USA,183,72,,,,,,,
100304,Bob,Kreiss,R,1953-04-30,USA,183,71,,,,,,,
100305,Mark,Farrell,R,1953-05-06,GBR,183,71,,,,,,,
100306,Mike,Wayman,R,1953-05-06,GBR,183,71,,,,,,,
100307,Paul,Torre,R,1953-05-18,FRA,180,71,330,,1481,,,,1481
100308,Robert,Trogolo,R,1953-06-15,RSA,180,71,,,,,,,
100309,Raul,Ramirez,R,1953-06-20,MEX,183,71,,,,,,,
100310,Mike,Myburg,R,1953-06-23,RSA,183,71,,,,,,,
100311,Ulises,Quezada,R,1953-07-14,CHI,173,71,,,,,,,
100312,Chiraid,Mukherjea,R,1953-08-14,IND,183,71,,,,,,,
100313,Keith,Richardson,R,1953-08-18,USA,185,71,,,,,,,
100314,Bernard,Fritz,R,1953-10-05,FRA,173,71,,,,,,,
100315,Hank,Pfister,R,1953-10-09,USA,193,71,593,,1485,1493,1473,1486,
100316,Scott,Carnahan,R,1953-10-24,USA,183,71,,,,,,,
100317,Stephen,Warboys,R,1953-10-25,GBR,183,71,,,,,,,
100318,Roger,Guedes,R,1953-11-03,BRA,183,71,,,,,,,
100319,Rick,Fagel,R,1953-11-29,USA,180,71,,,,,,,
100320,Mark,Meyers,R,1953-12-05,USA,183,71,,,,,,,
100321,Vijay,Amritraj,R,1953-12-14,IND,193,71,360,44,1470,1442,1564,1448,1434
100322,Emilio,Montano,R,1953-12-18,MEX,183,71,,,,,,,
100323,Givaldo,Barbosa,R,1954-01-25,BRA,183,71,399,,1394,1473,1468,,1421
100324,John,Whitlinger,R,1954-02-04,USA,180,71,,,,,,,
100325,Ulrich,Pinner,R,1954-02-07,GER,178,71,,,,,,,
100326,Russell,Simpson,R,1954-02-22,NZL,188,71,197,,1454,1492,1470,1480,1483
100327,Willem,Prinsloo,L,1954-02-25,RSA,183,71,,,,,,,
100328,Rand,Evett,R,1954-03-01,USA,183,71,,,,,,,
100329,Otto,Panman,R,1954-03-25,NED,183,71,,,,,,,
100330,David,Imonitie,R,1954-04-10,NGR,183,71,399,,1455,1484,,,1469
100331,Jean Louis,Haillet,R,1954-05-07,FRA,183,70,,,,,,,
100332,Balazs,Taroczy,R,1954-05-09,HUN,183,70,197,,1562,1467,1482,1488,1579
100333,Shigeyuki,Nishio,R,1954-05-23,JPN,183,70,629,,1484,1484,,,
100334,Ernie,Ewert,R,1954-06-05,AUS,183,70,,,,,,,
100335,David,Parker,R,1954-06-07,USA,183,70,,,,,,,
100336,Guillermo,Aubone,L,1954-06-08,ARG,183,70,,,,,,,
100337,Mark,Edmondson,R,1954-06-24,AUS,185,70,307,,1460,1448,1494,1490,1492
100338,Benjy,Robins,R,1954-06-30,USA,175,70,,,,,,,
100339,Victor,Amaya,L,1954-07-02,USA,201,70,,,,,,,
100340,Sam,Vuille,R,1954-07-06,USA,183,70,,,,,,,
100341,Gonzalo,Nunez,R,1954-07-21,USA,183,70,,,,,,,
100342,Vitas,Gerulaitis,R,1954-07-26,USA,183,70,126,,1448,1530,1514,1449,1431
100343,John,Lloyd,R,1954-08-27,GBR,178,70,56,,1533,1514,1543,1496,1484
100344,Eric,Friedler,R,1954-09-08,USA,183,70,,,,,,,
100345,Pat,Dupre,R,1954-09-16,USA,190,70,,,,,,,
100346,Paul,Kronk,R,1954-09-22,AUS,183,70,,,,,,,
100347,Peter,Kronk,R,1954-09-22,AUS,183,70,,,,,,,
100348,Gerard,Toulon,R,1954-09-24,FRA,185,70,,,,,,,
100349,Glen,Holroyd,R,1954-09-25,USA,183,70,,,,,,,
100350,Franz Josef,Wich,R,1954-10-11,GER,183,70,,,,,,,
100351,Freddie,De Jesus,R,1954-10-30,PUR,183,70,,,,,,,
100352,John,Lucas,R,1954-10-31,USA,183,70,,,,,,,
100353,Bruce,Kleege,R,1954-11-01,USA,190,70,,,,,,,
100354,Bernie,Mitton,R,1954-11-09,RSA,188,70,,,,,,,
100355,Victor,Eke,R,1954-11-11,AUS,183,70,,,,,,,
100356,Paul,Mcnamee,R,1954-11-12,AUS,178,70,193,,1529,1444,1562,1469,1553
100357,Bhanu,Nunna,R,1954-11-13,IND,183,70,,,,,,,
100358,Mike,Fishbach,R,1954-12-01,USA,180,70,,,,,,,
100359,Richard,Lewis,L,1954-12-06,GBR,183,70,,,,,,,
100360,Brian,Teacher,R,1954-12-23,USA,190,70,90,,1487,1472,1488,1526,1497
100361,Willie,Davies,R,1955-01-01,GBR,183,70,,,,,,,
100362,Peter,Fleming,R,1955-01-21,USA,196,70,111,,1428,1387,1471,1502,1483
100363,Jiri,Granat,R,1955-01-28,CZE,185,70,,,,,,,
100364,Jonathan,Smith,R,1955-01-29,GBR,188,70,348,,1474,1469,,,
100365,Peter,Holl,R,1955-01-29,GER,183,70,,,,,,,
100366,Heiner,Seuss,R,1955-02-04,GER,183,70,,,,,,,
100367,Belus,Prajoux,R,1955-02-27,CHI,170,70,473,,1482,,,,1483
100368,Haroon,Ismail,R,1955-02-27,ZIM,178,70,778,,1530,1585,,,1443
100369,Herve,Gauvain,R,1955-03-04,FRA,180,70,,,,,,,
100370,Helmut,Beermann,R,1955-03-09,GER,183,70,,,,,,,
100371,Robert,Baumgartner,R,1955-03-11,GER,183,70,,,,,,,
